base,arquivo,ano,uf,tipo,formato,status,caminho,observacoes
CNES,LTRS1211.dbc,2012,RS,lt_mes_11,DBC,ignorado,data/ignored/cnes/LTRS1211.dbc,Fora do recorte principal de CNES.
CNES,LTRS1212.dbc,2012,RS,lt_mes_12,DBC,ignorado,data/ignored/cnes/LTRS1212.dbc,Fora do recorte principal de CNES.
CNES,LTRS1301.dbc,2013,RS,lt_mes_01,DBC,ignorado,data/ignored/cnes/LTRS1301.dbc,Fora do recorte principal de CNES.
CNES,LTRS1302.dbc,2013,RS,lt_mes_02,DBC,ignorado,data/ignored/cnes/LTRS1302.dbc,Fora do recorte principal de CNES.
CNES,LTRS1303.dbc,2013,RS,lt_mes_03,DBC,ignorado,data/ignored/cnes/LTRS1303.dbc,Fora do recorte principal de CNES.
CNES,LTRS1304.dbc,2013,RS,lt_mes_04,DBC,ignorado,data/ignored/cnes/LTRS1304.dbc,Fora do recorte principal de CNES.
CNES,LTRS1305.dbc,2013,RS,lt_mes_05,DBC,ignorado,data/ignored/cnes/LTRS1305.dbc,Fora do recorte principal de CNES.
CNES,LTRS1306.dbc,2013,RS,lt_mes_06,DBC,ignorado,data/ignored/cnes/LTRS1306.dbc,Fora do recorte principal de CNES.
CNES,LTRS1307.dbc,2013,RS,lt_mes_07,DBC,ignorado,data/ignored/cnes/LTRS1307.dbc,Fora do recorte principal de CNES.
CNES,LTRS1308.dbc,2013,RS,lt_mes_08,DBC,ignorado,data/ignored/cnes/LTRS1308.dbc,Fora do recorte principal de CNES.
CNES,LTRS1309.dbc,2013,RS,lt_mes_09,DBC,ignorado,data/ignored/cnes/LTRS1309.dbc,Fora do recorte principal de CNES.
CNES,LTRS1310.dbc,2013,RS,lt_mes_10,DBC,ignorado,data/ignored/cnes/LTRS1310.dbc,Fora do recorte principal de CNES.
CNES,LTRS1311.dbc,2013,RS,lt_mes_11,DBC,ignorado,data/ignored/cnes/LTRS1311.dbc,Fora do recorte principal de CNES.
CNES,LTRS1312.dbc,2013,RS,lt_mes_12,DBC,ignorado,data/ignored/cnes/LTRS1312.dbc,Fora do recorte principal de CNES.
CNES,LTRS1401.dbc,2014,RS,lt_mes_01,DBC,ignorado,data/ignored/cnes/LTRS1401.dbc,Fora do recorte principal de CNES.
CNES,LTRS1402.dbc,2014,RS,lt_mes_02,DBC,ignorado,data/ignored/cnes/LTRS1402.dbc,Fora do recorte principal de CNES.
CNES,LTRS1403.dbc,2014,RS,lt_mes_03,DBC,ignorado,data/ignored/cnes/LTRS1403.dbc,Fora do recorte principal de CNES.
CNES,LTRS1404.dbc,2014,RS,lt_mes_04,DBC,ignorado,data/ignored/cnes/LTRS1404.dbc,Fora do recorte principal de CNES.
CNES,LTRS1405.dbc,2014,RS,lt_mes_05,DBC,ignorado,data/ignored/cnes/LTRS1405.dbc,Fora do recorte principal de CNES.
CNES,LTRS1406.dbc,2014,RS,lt_mes_06,DBC,ignorado,data/ignored/cnes/LTRS1406.dbc,Fora do recorte principal de CNES.
CNES,LTRS1407.dbc,2014,RS,lt_mes_07,DBC,ignorado,data/ignored/cnes/LTRS1407.dbc,Fora do recorte principal de CNES.
CNES,LTRS1408.dbc,2014,RS,lt_mes_08,DBC,ignorado,data/ignored/cnes/LTRS1408.dbc,Fora do recorte principal de CNES.
CNES,LTRS1409.dbc,2014,RS,lt_mes_09,DBC,ignorado,data/ignored/cnes/LTRS1409.dbc,Fora do recorte principal de CNES.
CNES,LTRS1410.dbc,2014,RS,lt_mes_10,DBC,ignorado,data/ignored/cnes/LTRS1410.dbc,Fora do recorte principal de CNES.
CNES,LTRS1411.dbc,2014,RS,lt_mes_11,DBC,ignorado,data/ignored/cnes/LTRS1411.dbc,Fora do recorte principal de CNES.
CNES,LTRS1412.dbc,2014,RS,lt_mes_12,DBC,ignorado,data/ignored/cnes/LTRS1412.dbc,Fora do recorte principal de CNES.
CNES,LTRS1501.dbc,2015,RS,lt_mes_01,DBC,ignorado,data/ignored/cnes/LTRS1501.dbc,Fora do recorte principal de CNES.
CNES,LTRS1502.dbc,2015,RS,lt_mes_02,DBC,ignorado,data/ignored/cnes/LTRS1502.dbc,Fora do recorte principal de CNES.
CNES,LTRS1503.dbc,2015,RS,lt_mes_03,DBC,ignorado,data/ignored/cnes/LTRS1503.dbc,Fora do recorte principal de CNES.
CNES,LTRS1504.dbc,2015,RS,lt_mes_04,DBC,ignorado,data/ignored/cnes/LTRS1504.dbc,Fora do recorte principal de CNES.
CNES,LTRS1505.dbc,2015,RS,lt_mes_05,DBC,ignorado,data/ignored/cnes/LTRS1505.dbc,Fora do recorte principal de CNES.
CNES,LTRS1506.dbc,2015,RS,lt_mes_06,DBC,ignorado,data/ignored/cnes/LTRS1506.dbc,Fora do recorte principal de CNES.
CNES,LTRS1507.dbc,2015,RS,lt_mes_07,DBC,ignorado,data/ignored/cnes/LTRS1507.dbc,Fora do recorte principal de CNES.
CNES,LTRS1508.dbc,2015,RS,lt_mes_08,DBC,ignorado,data/ignored/cnes/LTRS1508.dbc,Fora do recorte principal de CNES.
CNES,LTRS1509.dbc,2015,RS,lt_mes_09,DBC,ignorado,data/ignored/cnes/LTRS1509.dbc,Fora do recorte principal de CNES.
CNES,LTRS1510.dbc,2015,RS,lt_mes_10,DBC,ignorado,data/ignored/cnes/LTRS1510.dbc,Fora do recorte principal de CNES.
CNES,LTRS1511.dbc,2015,RS,lt_mes_11,DBC,ignorado,data/ignored/cnes/LTRS1511.dbc,Fora do recorte principal de CNES.
CNES,LTRS1512.dbc,2015,RS,lt_mes_12,DBC,ignorado,data/ignored/cnes/LTRS1512.dbc,Fora do recorte principal de CNES.
CNES,LTRS1601.dbc,2016,RS,lt_mes_01,DBC,ignorado,data/ignored/cnes/LTRS1601.dbc,Fora do recorte principal de CNES.
CNES,LTRS1602.dbc,2016,RS,lt_mes_02,DBC,ignorado,data/ignored/cnes/LTRS1602.dbc,Fora do recorte principal de CNES.
CNES,LTRS1603.dbc,2016,RS,lt_mes_03,DBC,ignorado,data/ignored/cnes/LTRS1603.dbc,Fora do recorte principal de CNES.
CNES,LTRS1604.dbc,2016,RS,lt_mes_04,DBC,ignorado,data/ignored/cnes/LTRS1604.dbc,Fora do recorte principal de CNES.
CNES,LTRS1605.dbc,2016,RS,lt_mes_05,DBC,ignorado,data/ignored/cnes/LTRS1605.dbc,Fora do recorte principal de CNES.
CNES,LTRS1606.dbc,2016,RS,lt_mes_06,DBC,ignorado,data/ignored/cnes/LTRS1606.dbc,Fora do recorte principal de CNES.
CNES,LTRS1607.dbc,2016,RS,lt_mes_07,DBC,ignorado,data/ignored/cnes/LTRS1607.dbc,Fora do recorte principal de CNES.
CNES,LTRS1608.dbc,2016,RS,lt_mes_08,DBC,ignorado,data/ignored/cnes/LTRS1608.dbc,Fora do recorte principal de CNES.
CNES,LTRS1609.dbc,2016,RS,lt_mes_09,DBC,ignorado,data/ignored/cnes/LTRS1609.dbc,Fora do recorte principal de CNES.
CNES,LTRS1610.dbc,2016,RS,lt_mes_10,DBC,ignorado,data/ignored/cnes/LTRS1610.dbc,Fora do recorte principal de CNES.
CNES,LTRS1611.dbc,2016,RS,lt_mes_11,DBC,ignorado,data/ignored/cnes/LTRS1611.dbc,Fora do recorte principal de CNES.
CNES,LTRS1612.dbc,2016,RS,lt_mes_12,DBC,ignorado,data/ignored/cnes/LTRS1612.dbc,Fora do recorte principal de CNES.
CNES,LTRS1701.dbc,2017,RS,lt_mes_01,DBC,ignorado,data/ignored/cnes/LTRS1701.dbc,Fora do recorte principal de CNES.
CNES,LTRS1702.dbc,2017,RS,lt_mes_02,DBC,ignorado,data/ignored/cnes/LTRS1702.dbc,Fora do recorte principal de CNES.
CNES,LTRS1703.dbc,2017,RS,lt_mes_03,DBC,ignorado,data/ignored/cnes/LTRS1703.dbc,Fora do recorte principal de CNES.
CNES,LTRS1704.dbc,2017,RS,lt_mes_04,DBC,ignorado,data/ignored/cnes/LTRS1704.dbc,Fora do recorte principal de CNES.
CNES,LTRS1705.dbc,2017,RS,lt_mes_05,DBC,ignorado,data/ignored/cnes/LTRS1705.dbc,Fora do recorte principal de CNES.
CNES,LTRS1706.dbc,2017,RS,lt_mes_06,DBC,ignorado,data/ignored/cnes/LTRS1706.dbc,Fora do recorte principal de CNES.
CNES,LTRS1707.dbc,2017,RS,lt_mes_07,DBC,ignorado,data/ignored/cnes/LTRS1707.dbc,Fora do recorte principal de CNES.
CNES,LTRS1708.dbc,2017,RS,lt_mes_08,DBC,ignorado,data/ignored/cnes/LTRS1708.dbc,Fora do recorte principal de CNES.
CNES,LTRS1709.dbc,2017,RS,lt_mes_09,DBC,ignorado,data/ignored/cnes/LTRS1709.dbc,Fora do recorte principal de CNES.
CNES,LTRS1710.dbc,2017,RS,lt_mes_10,DBC,ignorado,data/ignored/cnes/LTRS1710.dbc,Fora do recorte principal de CNES.
CNES,LTRS1711.dbc,2017,RS,lt_mes_11,DBC,ignorado,data/ignored/cnes/LTRS1711.dbc,Fora do recorte principal de CNES.
CNES,LTRS1712.dbc,2017,RS,lt_mes_12,DBC,ignorado,data/ignored/cnes/LTRS1712.dbc,Fora do recorte principal de CNES.
CNES,LTRS1801.dbc,2018,RS,lt_mes_01,DBC,ignorado,data/ignored/cnes/LTRS1801.dbc,Fora do recorte principal de CNES.
CNES,LTRS1802.dbc,2018,RS,lt_mes_02,DBC,ignorado,data/ignored/cnes/LTRS1802.dbc,Fora do recorte principal de CNES.
CNES,LTRS1803.dbc,2018,RS,lt_mes_03,DBC,ignorado,data/ignored/cnes/LTRS1803.dbc,Fora do recorte principal de CNES.
CNES,LTRS1804.dbc,2018,RS,lt_mes_04,DBC,ignorado,data/ignored/cnes/LTRS1804.dbc,Fora do recorte principal de CNES.
CNES,LTRS1805.dbc,2018,RS,lt_mes_05,DBC,ignorado,data/ignored/cnes/LTRS1805.dbc,Fora do recorte principal de CNES.
CNES,LTRS1806.dbc,2018,RS,lt_mes_06,DBC,ignorado,data/ignored/cnes/LTRS1806.dbc,Fora do recorte principal de CNES.
CNES,LTRS1807.dbc,2018,RS,lt_mes_07,DBC,ignorado,data/ignored/cnes/LTRS1807.dbc,Fora do recorte principal de CNES.
CNES,LTRS1808.dbc,2018,RS,lt_mes_08,DBC,ignorado,data/ignored/cnes/LTRS1808.dbc,Fora do recorte principal de CNES.
CNES,LTRS1809.dbc,2018,RS,lt_mes_09,DBC,ignorado,data/ignored/cnes/LTRS1809.dbc,Fora do recorte principal de CNES.
CNES,LTRS1810.dbc,2018,RS,lt_mes_10,DBC,ignorado,data/ignored/cnes/LTRS1810.dbc,Fora do recorte principal de CNES.
CNES,LTRS1811.dbc,2018,RS,lt_mes_11,DBC,ignorado,data/ignored/cnes/LTRS1811.dbc,Fora do recorte principal de CNES.
CNES,LTRS1812.dbc,2018,RS,lt_mes_12,DBC,ignorado,data/ignored/cnes/LTRS1812.dbc,Fora do recorte principal de CNES.
CNES,LTRS1901.dbc,2019,RS,lt_mes_01,DBC,ignorado,data/ignored/cnes/LTRS1901.dbc,Fora do recorte principal de CNES.
CNES,LTRS1902.dbc,2019,RS,lt_mes_02,DBC,ignorado,data/ignored/cnes/LTRS1902.dbc,Fora do recorte principal de CNES.
CNES,LTRS1903.dbc,2019,RS,lt_mes_03,DBC,ignorado,data/ignored/cnes/LTRS1903.dbc,Fora do recorte principal de CNES.
CNES,LTRS1904.dbc,2019,RS,lt_mes_04,DBC,ignorado,data/ignored/cnes/LTRS1904.dbc,Fora do recorte principal de CNES.
CNES,LTRS1905.dbc,2019,RS,lt_mes_05,DBC,ignorado,data/ignored/cnes/LTRS1905.dbc,Fora do recorte principal de CNES.
CNES,LTRS1906.dbc,2019,RS,lt_mes_06,DBC,ignorado,data/ignored/cnes/LTRS1906.dbc,Fora do recorte principal de CNES.
CNES,LTRS1907.dbc,2019,RS,lt_mes_07,DBC,ignorado,data/ignored/cnes/LTRS1907.dbc,Fora do recorte principal de CNES.
CNES,LTRS1908.dbc,2019,RS,lt_mes_08,DBC,ignorado,data/ignored/cnes/LTRS1908.dbc,Fora do recorte principal de CNES.
CNES,LTRS1909.dbc,2019,RS,lt_mes_09,DBC,ignorado,data/ignored/cnes/LTRS1909.dbc,Fora do recorte principal de CNES.
CNES,LTRS1910.dbc,2019,RS,lt_mes_10,DBC,ignorado,data/ignored/cnes/LTRS1910.dbc,Fora do recorte principal de CNES.
CNES,LTRS1911.dbc,2019,RS,lt_mes_11,DBC,ignorado,data/ignored/cnes/LTRS1911.dbc,Fora do recorte principal de CNES.
CNES,LTRS1912.dbc,2019,RS,lt_mes_12,DBC,ignorado,data/ignored/cnes/LTRS1912.dbc,Fora do recorte principal de CNES.
CNES,LTRS2001.dbc,2020,RS,lt_mes_01,DBC,ignorado,data/ignored/cnes/LTRS2001.dbc,Fora do recorte principal de CNES.
CNES,LTRS2002.dbc,2020,RS,lt_mes_02,DBC,ignorado,data/ignored/cnes/LTRS2002.dbc,Fora do recorte principal de CNES.
CNES,LTRS2003.dbc,2020,RS,lt_mes_03,DBC,ignorado,data/ignored/cnes/LTRS2003.dbc,Fora do recorte principal de CNES.
CNES,LTRS2004.dbc,2020,RS,lt_mes_04,DBC,ignorado,data/ignored/cnes/LTRS2004.dbc,Fora do recorte principal de CNES.
CNES,LTRS2005.dbc,2020,RS,lt_mes_05,DBC,ignorado,data/ignored/cnes/LTRS2005.dbc,Fora do recorte principal de CNES.
CNES,LTRS2006.dbc,2020,RS,lt_mes_06,DBC,ignorado,data/ignored/cnes/LTRS2006.dbc,Fora do recorte principal de CNES.
CNES,LTRS2007.dbc,2020,RS,lt_mes_07,DBC,ignorado,data/ignored/cnes/LTRS2007.dbc,Fora do recorte principal de CNES.
CNES,LTRS2008.dbc,2020,RS,lt_mes_08,DBC,ignorado,data/ignored/cnes/LTRS2008.dbc,Fora do recorte principal de CNES.
CNES,LTRS2009.dbc,2020,RS,lt_mes_09,DBC,ignorado,data/ignored/cnes/LTRS2009.dbc,Fora do recorte principal de CNES.
CNES,LTRS2010.dbc,2020,RS,lt_mes_10,DBC,ignorado,data/ignored/cnes/LTRS2010.dbc,Fora do recorte principal de CNES.
CNES,LTRS2011.dbc,2020,RS,lt_mes_11,DBC,ignorado,data/ignored/cnes/LTRS2011.dbc,Fora do recorte principal de CNES.
CNES,LTRS2012.dbc,2020,RS,lt_mes_12,DBC,ignorado,data/ignored/cnes/LTRS2012.dbc,Fora do recorte principal de CNES.
CNES,LTRS2101.dbc,2021,RS,lt_mes_01,DBC,ignorado,data/ignored/cnes/LTRS2101.dbc,Fora do recorte principal de CNES.
CNES,LTRS2102.dbc,2021,RS,lt_mes_02,DBC,ignorado,data/ignored/cnes/LTRS2102.dbc,Fora do recorte principal de CNES.
CNES,LTRS2103.dbc,2021,RS,lt_mes_03,DBC,ignorado,data/ignored/cnes/LTRS2103.dbc,Fora do recorte principal de CNES.
CNES,LTRS2104.dbc,2021,RS,lt_mes_04,DBC,ignorado,data/ignored/cnes/LTRS2104.dbc,Fora do recorte principal de CNES.
CNES,LTRS2105.dbc,2021,RS,lt_mes_05,DBC,ignorado,data/ignored/cnes/LTRS2105.dbc,Fora do recorte principal de CNES.
CNES,LTRS2106.dbc,2021,RS,lt_mes_06,DBC,ignorado,data/ignored/cnes/LTRS2106.dbc,Fora do recorte principal de CNES.
CNES,LTRS2107.dbc,2021,RS,lt_mes_07,DBC,ignorado,data/ignored/cnes/LTRS2107.dbc,Fora do recorte principal de CNES.
CNES,LTRS2108.dbc,2021,RS,lt_mes_08,DBC,ignorado,data/ignored/cnes/LTRS2108.dbc,Fora do recorte principal de CNES.
CNES,LTRS2109.dbc,2021,RS,lt_mes_09,DBC,ignorado,data/ignored/cnes/LTRS2109.dbc,Fora do recorte principal de CNES.
CNES,LTRS2110.dbc,2021,RS,lt_mes_10,DBC,ignorado,data/ignored/cnes/LTRS2110.dbc,Fora do recorte principal de CNES.
CNES,LTRS2111.dbc,2021,RS,lt_mes_11,DBC,ignorado,data/ignored/cnes/LTRS2111.dbc,Fora do recorte principal de CNES.
CNES,LTRS2112.dbc,2021,RS,lt_mes_12,DBC,ignorado,data/ignored/cnes/LTRS2112.dbc,Fora do recorte principal de CNES.
CNES,LTRS2201.dbc,2022,RS,lt_mes_01,DBC,ignorado,data/ignored/cnes/LTRS2201.dbc,Fora do recorte principal de CNES.
CNES,LTRS2202.dbc,2022,RS,lt_mes_02,DBC,ignorado,data/ignored/cnes/LTRS2202.dbc,Fora do recorte principal de CNES.
CNES,LTRS2203.dbc,2022,RS,lt_mes_03,DBC,ignorado,data/ignored/cnes/LTRS2203.dbc,Fora do recorte principal de CNES.
CNES,LTRS2204.dbc,2022,RS,lt_mes_04,DBC,ignorado,data/ignored/cnes/LTRS2204.dbc,Fora do recorte principal de CNES.
CNES,LTRS2205.dbc,2022,RS,lt_mes_05,DBC,ignorado,data/ignored/cnes/LTRS2205.dbc,Fora do recorte principal de CNES.
CNES,LTRS2206.dbc,2022,RS,lt_mes_06,DBC,ignorado,data/ignored/cnes/LTRS2206.dbc,Fora do recorte principal de CNES.
CNES,LTRS2207.dbc,2022,RS,lt_mes_07,DBC,ignorado,data/ignored/cnes/LTRS2207.dbc,Fora do recorte principal de CNES.
CNES,LTRS2208.dbc,2022,RS,lt_mes_08,DBC,ignorado,data/ignored/cnes/LTRS2208.dbc,Fora do recorte principal de CNES.
CNES,LTRS2209.dbc,2022,RS,lt_mes_09,DBC,ignorado,data/ignored/cnes/LTRS2209.dbc,Fora do recorte principal de CNES.
CNES,LTRS2210.dbc,2022,RS,lt_mes_10,DBC,ignorado,data/ignored/cnes/LTRS2210.dbc,Fora do recorte principal de CNES.
CNES,LTRS2211.dbc,2022,RS,lt_mes_11,DBC,ignorado,data/ignored/cnes/LTRS2211.dbc,Fora do recorte principal de CNES.
CNES,LTRS2212.dbc,2022,RS,lt_mes_12,DBC,ignorado,data/ignored/cnes/LTRS2212.dbc,Fora do recorte principal de CNES.
CNES,LTRS2301.dbc,2023,RS,lt_mes_01,DBC,ignorado,data/ignored/cnes/LTRS2301.dbc,Fora do recorte principal de CNES.
CNES,LTRS2302.dbc,2023,RS,lt_mes_02,DBC,ignorado,data/ignored/cnes/LTRS2302.dbc,Fora do recorte principal de CNES.
CNES,LTRS2303.dbc,2023,RS,lt_mes_03,DBC,ignorado,data/ignored/cnes/LTRS2303.dbc,Fora do recorte principal de CNES.
CNES,LTRS2304.dbc,2023,RS,lt_mes_04,DBC,ignorado,data/ignored/cnes/LTRS2304.dbc,Fora do recorte principal de CNES.
CNES,LTRS2305.dbc,2023,RS,lt_mes_05,DBC,ignorado,data/ignored/cnes/LTRS2305.dbc,Fora do recorte principal de CNES.
CNES,LTRS2306.dbc,2023,RS,lt_mes_06,DBC,ignorado,data/ignored/cnes/LTRS2306.dbc,Fora do recorte principal de CNES.
CNES,LTRS2307.dbc,2023,RS,lt_mes_07,DBC,ignorado,data/ignored/cnes/LTRS2307.dbc,Fora do recorte principal de CNES.
CNES,LTRS2308.dbc,2023,RS,lt_mes_08,DBC,ignorado,data/ignored/cnes/LTRS2308.dbc,Fora do recorte principal de CNES.
CNES,LTRS2309.dbc,2023,RS,lt_mes_09,DBC,ignorado,data/ignored/cnes/LTRS2309.dbc,Fora do recorte principal de CNES.
CNES,LTRS2310.dbc,2023,RS,lt_mes_10,DBC,ignorado,data/ignored/cnes/LTRS2310.dbc,Fora do recorte principal de CNES.
CNES,LTRS2311.dbc,2023,RS,lt_mes_11,DBC,ignorado,data/ignored/cnes/LTRS2311.dbc,Fora do recorte principal de CNES.
CNES,LTRS2312.dbc,2023,RS,lt_mes_12,DBC,ignorado,data/ignored/cnes/LTRS2312.dbc,Fora do recorte principal de CNES.
CNES,LTRS2401.dbc,2024,RS,lt_mes_01,DBC,ignorado,data/ignored/cnes/LTRS2401.dbc,Fora do recorte principal de CNES.
CNES,LTRS2402.dbc,2024,RS,lt_mes_02,DBC,ignorado,data/ignored/cnes/LTRS2402.dbc,Fora do recorte principal de CNES.
CNES,LTRS2403.dbc,2024,RS,lt_mes_03,DBC,ignorado,data/ignored/cnes/LTRS2403.dbc,Fora do recorte principal de CNES.
CNES,LTRS2404.dbc,2024,RS,lt_mes_04,DBC,ignorado,data/ignored/cnes/LTRS2404.dbc,Fora do recorte principal de CNES.
CNES,LTRS2405.dbc,2024,RS,lt_mes_05,DBC,ignorado,data/ignored/cnes/LTRS2405.dbc,Fora do recorte principal de CNES.
CNES,LTRS2406.dbc,2024,RS,lt_mes_06,DBC,ignorado,data/ignored/cnes/LTRS2406.dbc,Fora do recorte principal de CNES.
CNES,LTRS2407.dbc,2024,RS,lt_mes_07,DBC,ignorado,data/ignored/cnes/LTRS2407.dbc,Fora do recorte principal de CNES.
CNES,LTRS2408.dbc,2024,RS,lt_mes_08,DBC,ignorado,data/ignored/cnes/LTRS2408.dbc,Fora do recorte principal de CNES.
CNES,LTRS2409.dbc,2024,RS,lt_mes_09,DBC,ignorado,data/ignored/cnes/LTRS2409.dbc,Fora do recorte principal de CNES.
CNES,LTRS2410.dbc,2024,RS,lt_mes_10,DBC,ignorado,data/ignored/cnes/LTRS2410.dbc,Fora do recorte principal de CNES.
CNES,LTRS2411.dbc,2024,RS,lt_mes_11,DBC,ignorado,data/ignored/cnes/LTRS2411.dbc,Fora do recorte principal de CNES.
CNES,LTRS2412.dbc,2024,RS,lt_mes_12,DBC,ignorado,data/ignored/cnes/LTRS2412.dbc,Fora do recorte principal de CNES.
CNES,LTRS2501.dbc,2025,RS,lt_mes_01,DBC,ignorado,data/ignored/cnes/LTRS2501.dbc,Fora do recorte principal de CNES.
CNES,LTRS2502.dbc,2025,RS,lt_mes_02,DBC,ignorado,data/ignored/cnes/LTRS2502.dbc,Fora do recorte principal de CNES.
CNES,LTRS2503.dbc,2025,RS,lt_mes_03,DBC,ignorado,data/ignored/cnes/LTRS2503.dbc,Fora do recorte principal de CNES.
CNES,LTRS2504.dbc,2025,RS,lt_mes_04,DBC,ignorado,data/ignored/cnes/LTRS2504.dbc,Fora do recorte principal de CNES.
CNES,LTRS2505.dbc,2025,RS,lt_mes_05,DBC,ignorado,data/ignored/cnes/LTRS2505.dbc,Fora do recorte principal de CNES.
CNES,LTRS2506.dbc,2025,RS,lt_mes_06,DBC,ignorado,data/ignored/cnes/LTRS2506.dbc,Fora do recorte principal de CNES.
CNES,LTRS2507.dbc,2025,RS,lt_mes_07,DBC,ignorado,data/ignored/cnes/LTRS2507.dbc,Fora do recorte principal de CNES.
CNES,LTRS2508.dbc,2025,RS,lt_mes_08,DBC,ignorado,data/ignored/cnes/LTRS2508.dbc,Fora do recorte principal de CNES.
CNES,LTRS2509.dbc,2025,RS,lt_mes_09,DBC,ignorado,data/ignored/cnes/LTRS2509.dbc,Fora do recorte principal de CNES.
CNES,LTRS2510.dbc,2025,RS,lt_mes_10,DBC,ignorado,data/ignored/cnes/LTRS2510.dbc,Fora do recorte principal de CNES.
CNES,LTRS2511.dbc,2025,RS,lt_mes_11,DBC,ignorado,data/ignored/cnes/LTRS2511.dbc,Fora do recorte principal de CNES.
CNES,LTRS2512.dbc,2025,RS,lt_mes_12,DBC,ignorado,data/ignored/cnes/LTRS2512.dbc,Fora do recorte principal de CNES.
CNES,LTRS2601.dbc,2026,RS,lt_mes_01,DBC,ignorado,data/ignored/cnes/LTRS2601.dbc,Fora do recorte principal de CNES.
CNES,LTRS2602.dbc,2026,RS,lt_mes_02,DBC,ignorado,data/ignored/cnes/LTRS2602.dbc,Fora do recorte principal de CNES.
CNES,LTRS2603.dbc,2026,RS,lt_mes_03,DBC,ignorado,data/ignored/cnes/LTRS2603.dbc,Fora do recorte principal de CNES.
CNES,LTRS2604.dbc,2026,RS,lt_mes_04,DBC,ignorado,data/ignored/cnes/LTRS2604.dbc,Fora do recorte principal de CNES.
CNES,LTRS2605.dbc,2026,RS,lt_mes_05,DBC,ignorado,data/ignored/cnes/LTRS2605.dbc,Fora do recorte principal de CNES.
CNES,PFRS0508.dbc,2005,RS,pf_mes_08,DBC,ignorado,data/ignored/cnes/PFRS0508.dbc,Fora do recorte principal de CNES.
CNES,PFRS0509.dbc,2005,RS,pf_mes_09,DBC,ignorado,data/ignored/cnes/PFRS0509.dbc,Fora do recorte principal de CNES.
CNES,PFRS0510.dbc,2005,RS,pf_mes_10,DBC,ignorado,data/ignored/cnes/PFRS0510.dbc,Fora do recorte principal de CNES.
CNES,PFRS0511.dbc,2005,RS,pf_mes_11,DBC,ignorado,data/ignored/cnes/PFRS0511.dbc,Fora do recorte principal de CNES.
CNES,PFRS0512.dbc,2005,RS,pf_mes_12,DBC,ignorado,data/ignored/cnes/PFRS0512.dbc,Fora do recorte principal de CNES.
CNES,PFRS0601.dbc,2006,RS,pf_mes_01,DBC,ignorado,data/ignored/cnes/PFRS0601.dbc,Fora do recorte principal de CNES.
CNES,PFRS0602.dbc,2006,RS,pf_mes_02,DBC,ignorado,data/ignored/cnes/PFRS0602.dbc,Fora do recorte principal de CNES.
CNES,PFRS0603.dbc,2006,RS,pf_mes_03,DBC,ignorado,data/ignored/cnes/PFRS0603.dbc,Fora do recorte principal de CNES.
CNES,PFRS0604.dbc,2006,RS,pf_mes_04,DBC,ignorado,data/ignored/cnes/PFRS0604.dbc,Fora do recorte principal de CNES.
CNES,PFRS0605.dbc,2006,RS,pf_mes_05,DBC,ignorado,data/ignored/cnes/PFRS0605.dbc,Fora do recorte principal de CNES.
CNES,PFRS0606.dbc,2006,RS,pf_mes_06,DBC,ignorado,data/ignored/cnes/PFRS0606.dbc,Fora do recorte principal de CNES.
CNES,PFRS0607.dbc,2006,RS,pf_mes_07,DBC,ignorado,data/ignored/cnes/PFRS0607.dbc,Fora do recorte principal de CNES.
CNES,PFRS0608.dbc,2006,RS,pf_mes_08,DBC,ignorado,data/ignored/cnes/PFRS0608.dbc,Fora do recorte principal de CNES.
CNES,PFRS0609.dbc,2006,RS,pf_mes_09,DBC,ignorado,data/ignored/cnes/PFRS0609.dbc,Fora do recorte principal de CNES.
CNES,PFRS0610.dbc,2006,RS,pf_mes_10,DBC,ignorado,data/ignored/cnes/PFRS0610.dbc,Fora do recorte principal de CNES.
CNES,PFRS0611.dbc,2006,RS,pf_mes_11,DBC,ignorado,data/ignored/cnes/PFRS0611.dbc,Fora do recorte principal de CNES.
CNES,PFRS0612.dbc,2006,RS,pf_mes_12,DBC,ignorado,data/ignored/cnes/PFRS0612.dbc,Fora do recorte principal de CNES.
CNES,PFRS0701.dbc,2007,RS,pf_mes_01,DBC,ignorado,data/ignored/cnes/PFRS0701.dbc,Fora do recorte principal de CNES.
CNES,PFRS0702.dbc,2007,RS,pf_mes_02,DBC,ignorado,data/ignored/cnes/PFRS0702.dbc,Fora do recorte principal de CNES.
CNES,PFRS0703.dbc,2007,RS,pf_mes_03,DBC,ignorado,data/ignored/cnes/PFRS0703.dbc,Fora do recorte principal de CNES.
CNES,PFRS0704.dbc,2007,RS,pf_mes_04,DBC,ignorado,data/ignored/cnes/PFRS0704.dbc,Fora do recorte principal de CNES.
CNES,PFRS0705.dbc,2007,RS,pf_mes_05,DBC,ignorado,data/ignored/cnes/PFRS0705.dbc,Fora do recorte principal de CNES.
CNES,PFRS0706.dbc,2007,RS,pf_mes_06,DBC,ignorado,data/ignored/cnes/PFRS0706.dbc,Fora do recorte principal de CNES.
CNES,PFRS0707.dbc,2007,RS,pf_mes_07,DBC,ignorado,data/ignored/cnes/PFRS0707.dbc,Fora do recorte principal de CNES.
CNES,PFRS0708.dbc,2007,RS,pf_mes_08,DBC,ignorado,data/ignored/cnes/PFRS0708.dbc,Fora do recorte principal de CNES.
